"miRNA"	"X07a10aa5.fb68.4d78.b02c.f1456e297f4f.mirbase21.isoforms.quantification.txt"	"X182d6150.e189.4b73.b782.f7d7ccb2fcc8.mirbase21.isoforms.quantification.txt"	"X1fb66ad0.dc12.45de.83fd.709208db8dce.mirbase21.isoforms.quantification.txt"	"X2ab22567.023f.4e2b.80a5.00c7d58f4716.mirbase21.isoforms.quantification.txt"	"X2dfc2f5f.3400.4f0d.be2e.25f646d08958.mirbase21.isoforms.quantification.txt"	"X32100d21.e578.43a9.9e7e.0a59069fd6bf.mirbase21.isoforms.quantification.txt"	"X3829e826.bcd8.44b6.929a.ee890c94d6cd.mirbase21.isoforms.quantification.txt"	"X38d93245.1ccd.40b9.8fcf.5d5cb342b704.mirbase21.isoforms.quantification.txt"	"X40a39e83.23c6.4240.a1a0.ddf221f23103.mirbase21.isoforms.quantification.txt"	"X4348a153.a786.4cb2.8fec.918acf9f9254.mirbase21.isoforms.quantification.txt"	"X44ad6046.e17a.4655.bb58.3c778930e938.mirbase21.isoforms.quantification.txt"	"X4b31b50d.f2ba.4f7e.a49e.0331ea38674a.mirbase21.isoforms.quantification.txt"	"X4d9fe929.fb0d.4a9f.bd42.922fafef34bc.mirbase21.isoforms.quantification.txt"	"X54a07c50.39fc.486b.8098.c7add372def7.mirbase21.isoforms.quantification.txt"	"X64cf1660.e7e0.4eed.811f.4dae145134ce.mirbase21.isoforms.quantification.txt"	"X66b305e4.c0b4.40ba.a384.3f9eca90358c.mirbase21.isoforms.quantification.txt"	"X6ed4a3e1.7ef1.4174.af0f.45228711ac54.mirbase21.isoforms.quantification.txt"	"X768a3bc8.2d00.443b.8ad7.0a1b42ebc5bd.mirbase21.isoforms.quantification.txt"	"X7888df2c.7336.4256.a863.4a38cf4471c3.mirbase21.isoforms.quantification.txt"	"X78b783b1.c2eb.4b94.9765.b4b8bf3776e0.mirbase21.isoforms.quantification.txt"	"X7aaa0428.ac76.4e4d.96ce.18d131d88812.mirbase21.isoforms.quantification.txt"	"X7b27e34c.764e.4463.a7cc.7b451b70bf8e.mirbase21.isoforms.quantification.txt"	"X812d4342.28b2.4af5.b47e.7897475693bc.mirbase21.isoforms.quantification.txt"	"X88ef0233.d4f6.43ee.aa5f.2bb5089072d5.mirbase21.isoforms.quantification.txt"	"X8ca45577.302c.4993.880b.474a9163cf29.mirbase21.isoforms.quantification.txt"	"X8da3699a.be12.462f.b5e6.06d1b57bff4e.mirbase21.isoforms.quantification.txt"	"X91c07e4a.3521.4f9c.a1ad.ba8c677a7c98.mirbase21.isoforms.quantification.txt"	"X96002921.1f7a.4f47.a399.05e7f04b6b37.mirbase21.isoforms.quantification.txt"	"a4d3c98b.b149.456c.93c8.47d70479ee23.mirbase21.isoforms.quantification.txt"	"a745f847.1d36.4fca.ba69.8c33e91f7168.mirbase21.isoforms.quantification.txt"	"b086a8ee.57ae.47a2.8173.71df4f47b02f.mirbase21.isoforms.quantification.txt"	"b9316b2e.455d.4325.9661.94b05c789aa0.mirbase21.isoforms.quantification.txt"	"c0d51bdd.0b43.4c59.8ef1.7ea059883bf2.mirbase21.isoforms.quantification.txt"	"c8ec24f0.e0a0.4cc2.9f60.c27c32094390.mirbase21.isoforms.quantification.txt"	"ca17208e.35a3.4156.bca7.9e134d872bb8.mirbase21.isoforms.quantification.txt"	"caad916f.d439.4849.a3a5.e29dcd54cd43.mirbase21.isoforms.quantification.txt"	"cd35dff1.a712.4da6.a4e9.f49c09f4d6ed.mirbase21.isoforms.quantification.txt"	"df69dca7.80f1.40a2.b0f2.bdbf123acee6.mirbase21.isoforms.quantification.txt"	"e3950880.413b.4d62.a32a.779538e2ebc3.mirbase21.isoforms.quantification.txt"	"e3bb32f2.5cdd.4fc3.af9c.72cfe24f234d.mirbase21.isoforms.quantification.txt"	"e41e3b77.c931.4d03.bd39.7297965bfc95.mirbase21.isoforms.quantification.txt"	"e4d4d649.3cbb.450f.ae97.d34b21f43435.mirbase21.isoforms.quantification.txt"	"ea00711d.4423.4509.acd0.f3ec943711c1.mirbase21.isoforms.quantification.txt"	"f2809fd4.3e86.4ee2.ae5a.6a56256b95e7.mirbase21.isoforms.quantification.txt"	"fcc2dd9d.37b4.49fd.9d3b.202406b78b69.mirbase21.isoforms.quantification.txt"
"hsa-miR-452-3p"	1.610247	0.813304	2.533788	7.916042	0.613822	1.01757	3.448478	1.039019	0.75639	1.946361	0.680398	1.78033	2.505221	0.532539	5.660505	5.142665	2.972111	1.104007	3.719937	1.706646	1.029996	5.412686	6.468168	2.824288	3.844457	2.408768	6.381333	14.402425	7.868951	2.65591	1.573463	1.899121	0.728632	2.764252	1.327873	3.807046	3.411898	8.090125	2.149476	3.820096	0.581018	1.974153	11.796057	3.425501	13.34157
"hsa-miR-452-5p"	25.227211	22.162544	55.584933	182.788613	29.770346	55.966384	93.108925	60.886471	22.389175	52.102585	37.762037	84.184185	54.018812	47.573545	89.236185	172.761395	46.743202	14.076079	80.598619	61.59443	26.779911	128.902093	98.057428	57.191836	41.648281	44.963686	161.128628	283.130583	213.387446	122.614521	50.350821	52.795565	26.23073	106.193328	39.33826	107.956944	123.631128	134.245528	29.017935	79.676274	53.453568	86.122461	268.556868	49.514061	249.713911
"hsa-miR-4520a-5p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165984	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4521"	0.178916	0.203326	0.316724	0.102806	0.306911	0.254392	0	0.207804	0.302556	0.14972	0	0.254333	0	0.532539	0	0.160708	0.270192	0.414003	0.35428	0.6206	0	0	0	0	0.427162	0	0.638134	0	0.23144	0	0	0.227895	0.145726	0.230354	0.165984	0	0.2007	0	1.612107	0.272864	0.290509	0.246769	0	0	0
"hsa-miR-4522"	0.357832	0	0.158362	0.102806	0	0	0	0	0	0	0	0	0	0	0	0.160708	0.540384	0	0.17714	0.15515	0	0.20047	0	0	0	0.802922	0.319067	0.351279	0	0	0	0	0.291453	0	0	0	0	0	0	0	0	0	0	0	0.251728
"hsa-miR-4523"	0.178916	0.203326	0	0.102806	0	0	0.191582	0.103902	0.302556	0	0	0.254333	0.156576	0	0	0.160708	0.540384	0	0	0	0	0	0	0	0	0	0	0.351279	0	0	0.314692	0.15193	0.437178	0	0	0.271932	0	0	0	0	0	0.246769	0	0	0.251728
"hsa-miR-4524a-3p"	0	1.829935	0	0	2.148375	0.127196	0.191582	0	0	0.29944	1.020596	0	0	1.420106	0.332971	0	0.270192	0	0	1.551498	0	0	0	0	0	0	0	0	0	0	0	0.15193	0	0	0.165984	0	1.204199	0	0	0.272864	0.871526	1.233846	0.393202	1.245637	0
"hsa-miR-4524a-5p"	0	0	0	0	0.613822	0	0	0	0	0	0	0	0	0.177513	0	0	0	0.138001	0	0.310299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246769	0	0.311409	0
"hsa-miR-4525"	0	0	0	0	0	0	0	0.103902	0	0	0	0	0	0	0	0	0.270192	0	0.17714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165984	0	0	0	0	0	0	0	0	0	0.251728
"hsa-miR-4526"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331968	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4528"	0	0	0	0	0	0.127196	0.191582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4529-3p"	0	0	0.158362	0	0	0.127196	0	0.103902	0.151278	0	0	0	0	0.532539	0	0	0	0	0	0	0	0	0.258727	0	0	0	0	0	0	0	0.157346	0	0.145726	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4533"	0	0	0	0.308417	0	0	0	0.207804	0	0	0	0	0	0	0	0	0	0	0.53142	0.15515	0	0	0	0	0	0.401461	0	0	0	0	0	0	0.145726	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4536-3p"	0	1.01663	0.633448	0	1.841465	0	0	0.103902	0.453834	0	0	0.254333	0.156576	0	0.332971	0	0.270192	0.138001	0.17714	0	0	0	0	0	0.213581	2.408767	0.319067	0	0	0	0	0.075965	0.145726	0.230354	0.165984	0.271932	0	0	0	0.545728	0	0.246769	0.786404	0.622818	0
"hsa-miR-4536-5p"	0	0	0	0	0	0.127196	0	0.103902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4539"	0	0	0	0	0	0	0	0.103902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-454-3p"	4.293993	2.846564	5.701019	6.887984	3.98984	3.688693	3.831643	14.338454	5.14346	5.389922	5.783376	5.086658	5.636746	3.90529	8.324272	6.267622	12.428828	3.036018	7.617013	2.172096	7.003977	9.422081	12.67761	22.594306	11.74695	14.854073	7.338531	8.781966	9.48903	6.861102	5.349774	5.773328	5.683325	8.753462	5.809448	4.622842	1.4049	7.331675	1.074738	6.548735	2.32407	3.208	7.864037	3.736911	7.80356
"hsa-miR-454-5p"	0.357833	0	0.633447	1.953309	0.306911	0.254392	0.766328	1.66243	0.151278	0.44916	0.680397	1.017332	0.626306	0.177513	0.332971	0.321417	2.161536	0	0.35428	0	0.823997	0	0.258727	0	0.640743	2.007307	0.319067	1.405115	0.925759	0.885304	0.314692	0.379825	0.145726	0.921417	0.165984	1.359659	0.2007	0.252816	0	1.091456	0	0	0.393202	0	1.006911
"hsa-miR-455-3p"	317.039834	2032.650916	146.167785	657.751143	1802.793873	6.614209	757.515812	155.333228	387.877352	74.860039	587.182681	290.448147	171.13786	1402.887038	498.79032	744.079303	305.857249	96.048543	373.410747	1105.441596	313.324963	277.650703	304.780081	670.768473	299.867624	394.23517	831.806599	448.582821	666.315031	372.491411	155.615502	68.976075	469.384366	205.936736	822.285837	1782.24133	1730.434371	1730.2757	1902.824303	820.774772	1416.228974	1360.685563	489.53631	2887.697436	201.633915
"hsa-miR-455-5p"	59.042407	96.579892	36.264817	70.010712	104.656575	9.030937	94.066833	53.093835	69.739256	22.458011	32.318864	34.080607	45.093964	115.561108	68.591993	39.373528	27.559576	28.01416	42.513557	110.466585	36.461881	50.117456	38.291555	91.789369	51.686585	40.547607	57.112923	42.504716	34.947402	47.585059	23.4446	28.410851	99.822503	43.536961	80.170378	104.1499	112.793335	199.724985	89.203285	68.761717	99.353913	73.290461	39.320186	117.712674	16.362302
"hsa-miR-4632-3p"	0	0.203326	0	0	0.306911	0	0	0	0.151278	0	0	0	0.313152	0	0	0	0.540384	0	0	0.3103	0	0	0.258727	0	0.213581	0.401461	0	0.351279	0	0	0	0.30386	0	0	0	0	0.2007	0	0.537369	0.272864	0	0.246769	0	0.311409	0
"hsa-miR-4634"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4635"	0	0.203326	0	0	0	0	0	0.103902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4636"	0	0.609978	0.158362	1.747698	1.227644	0.127196	0.191582	0.207804	2.420451	1.04804	0.680398	0.508666	0.156576	0.887566	0.998913	0.642833	0.810576	1.104007	0.53142	1.241197	0.411998	0	0.517453	0	0.427162	0.802923	0.638133	2.810229	0.23144	0.663978	0	0.227895	0.145726	0.460708	0.497953	0.271932	1.0035	0	0.537369	0	0.871526	0.246769	0	0.311409	1.25864
"hsa-miR-4638-3p"	1.789163	0.609978	0.316723	0.411224	0.306911	0	0.383164	0	0.151278	0.14972	1.360795	1.525997	0.469729	0	0	0.160708	1.080768	0	0.8857	0.15515	1.441995	0.40094	0.258727	0	0.427162	0.802922	1.595334	0.351279	0	1.106629	0.629385	0	0.437179	0.460709	0.497952	1.35966	0	0	0	1.091456	0	0.493538	2.359212	0.311409	0.755183
"hsa-miR-4638-5p"	0.178916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205999	0	0	0	0	0	0	0	0.23144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4639-3p"	0	0	0	0.205611	0	0	0	0	0	0	0.340199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145726	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4639-5p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075965	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4640-3p"	0.178916	0	0	0	0	0.127196	0	0.103902	0.151278	0.14972	0.340199	0	0	0	0	0	0.270192	0.138001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15193	0	0.230354	0	0.271932	0	0.252816	0	0	0	0	0	0	0
"hsa-miR-4640-5p"	0.715665	0	0.158362	0.102806	0	0	0	0.103902	0.151278	0	0	0.254333	0	0	0	0	0	0	0	0	0	0	0	0	0.213581	0	0.638134	0	0.23144	0.221326	0	0	0.145726	0	0.165984	0	0	0	0	0	0	0	0	0	0.251728
"hsa-miR-4644"	0	0	0.158362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4645-3p"	0.715665	0.609978	0.316723	0.308418	0	0	0	0.51951	0.605112	0.14972	0	1.525998	0.469729	0.355026	0.332971	0.321416	0.540384	0	0.17714	0.310299	0.411998	0.60141	0	0	0.213581	0.401461	0.319067	0	0	0.221326	0.314693	0.30386	0.728632	0.460708	0.331968	0.271932	0.4014	0.758449	0.537369	0.545728	0	0	0.786404	0	0
"hsa-miR-4645-5p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.290509	0	0	0	0
"hsa-miR-4646-3p"	0	0	0	0	0	0	0.191582	0	0	0	1.020596	0	0	0	0	0	0	0	0.35428	0	0	0	0	0	0.427162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4647"	0	0	0	0	0	0	0	0.103902	0	0.14972	0	0	0.156576	0	0	0	0	0.138001	0	0	0.205999	0	0	0	0	0	0.319067	0.351279	0	0.663978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.503455
"hsa-miR-4648"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213581	0	0	0	0	0.221326	0	0	0	0	0	0	0	0	0	0	0	0.246769	0	0	0
"hsa-miR-4649-3p"	0.357833	0	0	0	0	0.127196	0.383164	0.311706	0.151278	0	0.340199	0	0.782881	0	0.998913	0	0	0	0	0	0.411999	0	0.258727	0	0.213581	0	0.319067	0	0	0	0	0	0	0	0.165984	0.271932	0	0	0	0	0	0	0	0	0
"hsa-miR-4649-5p"	0	0	0	0	0	0	0	0.103902	0	0.14972	0	0	0	0	0	0	0.270192	0	0.17714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.545728	0	0	0	0	0
"hsa-miR-4650-3p"	0	0	0	0	0.306911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4650-5p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230354	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4651"	0	0	0	0.102806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351279	0	0	0	0	0	0	0.165984	0	0	0	0	0	0.290509	0	0	0	0
"hsa-miR-4652-3p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.642833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4652-5p"	0	0	0	0	0	0	0	0	0	1.19776	0	0	0	0	0	8.035413	0	0	0	0	0	0	0	0	0	0	0	12.99731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.531099
"hsa-miR-4653-3p"	0	0	0	0	0	0	0	0.103902	0	0	0	0	0	0	0	0	0.270192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075965	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4654"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230354	0	0	0	0	0	0	0	0	0.393202	0	0.251728
"hsa-miR-4657"	0	0	0	0	0.306911	0.254393	0	0	0	0	0	0.508666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442652	0	0.075965	0	0	0	0.271932	0	0	0	0.272864	0	0.246769	0	0	0.251728
"hsa-miR-4658"	0	0.203326	0	0	0	0.127196	0.191582	0.103902	0	0.14972	0	0	0	0	0	0	0	0.276002	0	0	0.205999	0	0	0.706072	0	0	0	0	0	0.885304	0	0.075965	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4659a-3p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145726	0.230354	0	0	0	0	0	0.272864	0	0	0	0	0
"hsa-miR-4659a-5p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332971	0	0	0	0	0	0	0	0	0	0	0.401461	0	0	0	0	0.157346	0	0	0	0	0	0	0.252816	0	0	0	0	0	0	0.251728
"hsa-miR-4659b-5p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-466"	0	0	0	0.102806	0.306911	0	0	0	0	0	0	0	0	0	0	0	0.270192	0	0	0	0	0	0	0	0.213581	0	0	0.702557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.393202	0	0
"hsa-miR-4660"	0.357832	0.609978	0.316724	0.71964	0.920733	0.508784	0.191582	0.519509	0.605112	0.44916	0	0.762999	0	0.710053	0	1.124958	0	0	0.17714	0.620599	0.617998	0.20047	0.776181	1.412144	0.854324	0	0.319067	1.053836	0.925758	0.663978	0.944078	0.227895	0.145726	0.691063	0.331968	0.271932	0.6021	1.264081	0.537369	0.272864	0.581017	0.740307	3.145615	0	0.251728
"hsa-miR-4661-5p"	0.536749	2.03326	0.791809	5.859927	1.227643	1.144767	0.95791	0.727312	0.605113	1.19776	2.38139	9.410316	2.035492	1.775132	2.663767	4.017707	7.565374	0.552003	1.594259	0.465449	1.853994	1.002349	0.517453	1.412144	1.067905	3.613153	0.638134	8.430687	1.851518	0.885304	1.25877	0.075965	2.185894	0.921418	0.995905	0.815796	2.609099	0.505632	2.149476	1.910048	1.162034	1.974153	5.504826	0	3.020734
"hsa-miR-4662a-5p"	8.409069	77.46724	6.017742	8.22446	118.467558	6.741406	8.04645	2.80535	9.681805	7.336284	16.32953	9.410317	5.167017	78.815872	30.966288	1.285666	14.590363	1.242007	6.908453	33.822634	6.17998	2.405638	6.726895	9.885009	33.532206	13.248229	7.976665	9.133245	4.860235	1.549281	4.563043	3.646312	1.748715	5.067794	8.631179	7.070228	79.075753	3.792247	90.278024	6.003007	95.867807	57.744	31.456149	83.457664	17.620942
"hsa-miR-4662b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4664-3p"	0	0	0	0.616834	0	0.127196	0	0.311706	0.151278	0.14972	0	0	0.939458	0	0	0	1.080768	0	0.531419	0	0.205999	0.20047	0	0	0.213581	0	0	0.351279	0	0.221326	0.157346	0.227895	0	0	0.331968	0	0	0	0	0.272864	0	0	0	0	0.755183
"hsa-miR-4664-5p"	0	0	0	0.514029	0	0	0.383164	0	0	0	0	0	0.313153	0.355026	0	0.160708	0.540384	0	0.35428	0.15515	0	0	0	0	0.213581	0	0	0.351279	0.23144	0.442652	0	0.075965	0	0	0.497953	0	0	0.252816	0	0.272864	0.290509	0	0	0.622818	0.251728
"hsa-miR-4665-5p"	0	0	0	0	0	0.127196	0.191582	0	0.302556	0	0.340199	0	0	0	0.332971	0.160708	0.270192	0	0	0.15515	0	0	0	0	0	0	0.319067	0.702557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.393202	0.311409	0
"hsa-miR-4666a-5p"	0.178916	0	0	0.308417	0	0	0.191582	0	0	0	0	0	0	0	0.665942	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23144	0	0.157346	0.075965	0	0	0.165984	0.271932	0	0	0	0.272864	0	0	0	0	0
"hsa-miR-4667-3p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165984	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4667-5p"	0	0	0	0	0	0	0	0	0.302556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.290509	0	0	0	0
"hsa-miR-4668-3p"	2.146996	3.456543	1.108532	0.925251	4.29675	1.01757	1.532657	0.831215	4.840903	2.844682	3.742184	3.051995	1.409186	2.662699	3.662679	1.124958	4.593263	0.828005	1.062839	0.775748	1.853994	2.606108	2.069813	0.706072	2.990133	6.824845	1.276267	1.756394	3.008716	0.885304	0.157346	1.291403	0.291453	1.61248	1.16189	2.719319	1.806299	2.78098	2.686846	2.72864	1.162035	3.948308	0.393202	2.802683	3.524188
"hsa-miR-4668-5p"	0	0.203326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40094	0.258727	0	0	0	0	0	0	0	0	0.075965	0	0	0	0	0	0.252816	0	0	0.290509	0	0	0.311409	0
"hsa-miR-4670-3p"	0	0	0	0	0	0	0	0.103902	0.151278	0.14972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.581018	0	0	0.934227	0
"hsa-miR-4670-5p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2007	0	0	0	0	0	0	0	0
"hsa-miR-4671-3p"	0	0	0	0.102806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205999	0	0	0	0	0	0	0	0	0	0	0.15193	0.291452	0	0	0	0	0.252816	0	0	0	0	0	0	0
"hsa-miR-4672"	0	0	0	0	0	0	0	0	0	0.14972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4673"	0	0	0	0.205611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17714	0	0	0	0	0	0	0	0	0	0	0	0	0.075965	0	0	0	0	0.4014	0.252816	0	0	0	0	0	0.311409	0
"hsa-miR-4674"	0.178916	0	0	0	0	0	0	0	0.151278	0	0	0	0	0	0	0	0.270192	0	0.17714	0	0.205999	0	0	2.118216	0	0	0.319067	0.351279	0	0.221326	0.314692	0	0	0	0	0	0	0	0	0	0.290509	0	0	0	0
"hsa-miR-4676-3p"	0	0	0	0.102806	0.306911	0	0	0	0	0	0	0	0.156576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.702558	0.23144	0.221326	0	0	0	0	0	0	0	0	0	0	0	0.246769	0	0	0.251728
"hsa-miR-4676-5p"	0	0.406652	0.158362	0.205612	0.920733	0.127196	0.383164	0.311706	0.302556	0.29944	0.340199	0.254333	0.313153	0.355026	0	0.321416	0	0.276002	0.17714	0.620599	0.205999	0.20047	0	0.706072	0.427162	0.401461	0.638133	2.458951	0.23144	1.549281	0.629385	0.15193	0.291452	0	0.331968	0.271932	0.4014	1.264082	0	0.272864	0	0.246769	0.393202	0	0
"hsa-miR-4677-3p"	8.051237	11.182935	8.234805	12.33669	16.880093	3.815891	16.476064	5.402895	6.80752	4.042442	55.112164	23.144293	8.611695	11.183332	16.981513	14.463744	13.779787	5.106029	8.325572	8.222934	10.711964	14.032888	18.887051	12.003225	8.329656	10.83946	14.677063	18.617768	12.266307	21.247282	60.578328	13.141918	23.461932	6.219565	18.258264	12.236933	12.041993	18.961233	8.060538	16.098973	11.910851	9.130462	33.81536	10.587913	8.558742
"hsa-miR-4677-5p"	0	0.609978	0.158362	0.102806	0	0	0.191582	0.311706	0.151278	0	0.680397	1.017332	0	0	0.665942	0.803541	0.270192	0.138001	0	0.15515	0	0.40094	0.77618	0.706072	0.640743	0.802923	0.638134	0.351279	0.23144	0.885304	1.25877	1.139474	0.145726	0.691062	0.165984	0.543864	0.2007	0.252816	0	0	0.871527	0.246769	0.393202	1.557046	0
"hsa-miR-4678"	0.178916	0	0	0	0	0	0	0	0	0	0	0	0	0.177513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4679"	0	0.203326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.640743	0	0	0	0.23144	0	0	0.075965	0	0.230354	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4680-3p"	0	0	0	0	0.306911	0	0	0	0	0	0	0	0	0.177513	0	0	0	0	0	0	0	0.20047	0	0	0	0	0	0	0	0.442652	0	0.075965	0	0	0	0	0	0	0	0.272864	0	0	0	0.622818	0.503455
"hsa-miR-4680-5p"	0.178916	0.406652	0	0	0	0	0.191582	0	0	0	0	0	0	0.355026	0	0	0	0	0	0.3103	0	0	0.258727	0	0	0	0	0	0	0.442652	0	0.075965	0	0	0	0.271932	0	0	0	0	0	0	0	0	0
"hsa-miR-4681"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4682"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-4683"	0.178916	0	0.316724	0	0	0	0	0.103902	0.151278	0.14972	0	0	0	0.177513	0	0	0.270192	0.276002	0	0.15515	0.411999	0	0	0	0	0	0	0	0	0.221326	0	0.075965	0	0	0	0	0.2007	0	0	0.272864	0.290509	0	0	0	0
"hsa-miR-4684-3p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271932	0	0	0	0	0	0	0	0	0
"hsa-miR-4684-5p"	0	0	0	0	0	0	0	0	0	0	0	0.254333	0	0	0	0	0	0	0	0	0.205999	0	0	0	0	0	0	0	0.462879	0	0	0	0	0	0	0	0	0.252816	0	0	0	0	0	0	0
